id,utility_on_time_ratio,utility_missed_payment_rate,utility_amount_volatility,utility_observation_months,telecom_recharge_regularity,telecom_account_tenure_months,telecom_failed_payment_rate,wallet_inflow_regularity,wallet_outflow_volatility,wallet_balance_stability,wallet_failed_transaction_rate,bill_payment_consistency,simulated_repayment_ratio,simulated_days_late_average,cash_flow_coverage,income_stability,expense_volatility,negative_balance_days,account_age_months,data_completeness,synthetic_audit_group,simulated_repayment_success
synthetic-00140,0.6092,0.1173,0.3417,7,0.5985,53,0.1148,0.508,,,0.0422,0.6498,,,0.5451,0.538,0.3646,1,55,0.8,Synthetic Region Group D,0
synthetic-00141,0.8655,0.0349,0.2913,12,0.8564,67,0.0988,0.8618,0.2135,0.826,0.088,0.8107,0.8841,0,0.7778,0.773,0.2755,0,70,1,Synthetic Region Group A,1
synthetic-00142,0.6877,0.104,0.3154,12,0.6094,52,0.1118,0.6168,0.2627,0.5849,0.0425,0.6521,0.6421,2,0.6244,0.6319,0.2604,1,61,1,Synthetic Region Group B,1
synthetic-00143,0.5091,0.0638,0.3717,12,0.4778,44,0.0799,0.5715,0.4586,0.5063,0.0544,0.4893,0.4553,3,0.5326,0.5358,0.3707,3,49,1,Synthetic Region Group C,1
synthetic-00144,0.642,0.0959,0.4008,7,0.5234,52,0.0954,,0.4361,0.5101,,0.599,0.6534,2,0.6596,0.6046,0.4222,3,55,0.9,Synthetic Region Group D,1
synthetic-00145,0.837,0.0205,0.2585,12,0.898,67,0.0913,0.8733,0.2417,0.7587,0.0273,0.8534,0.7853,0,0.7391,0.8303,0.346,0,71,1,Synthetic Region Group A,1
synthetic-00146,0.7181,0.1356,0.2524,12,0.5878,53,0.0876,0.584,0.3321,0.5983,0.0785,0.7031,,,0.6811,0.6268,0.287,3,61,0.9,Synthetic Region Group B,1
synthetic-00147,0.5534,0.1243,0.3058,12,0.4669,53,0.0581,0.5418,0.3193,0.4593,0.0987,0.5036,0.4711,4,0.5189,0.4331,0.4116,4,46,1,Synthetic Region Group C,0
synthetic-00148,0.628,0.13,0.3928,7,0.6545,48,0.0869,,0.3159,0.5034,,,0.6201,6,,,,,54,0.65,Synthetic Region Group D,1
synthetic-00149,0.7807,0.1123,0.3414,12,,,,0.8499,0.3408,0.8762,0.0882,0.8235,0.8647,0,0.7548,0.7489,0.3457,0,63,0.85,Synthetic Region Group A,1
synthetic-00150,0.6688,0.1284,0.2604,12,0.6281,54,0.0383,0.626,0.3274,0.5866,0.0641,0.7086,0.6883,0,0.6631,0.7323,0.3569,0,53,1,Synthetic Region Group B,1
synthetic-00151,0.5523,0.1397,0.3801,12,0.456,48,0.1212,0.5574,0.4119,0.5099,0.0648,0.4307,0.5321,6,0.4698,0.5305,0.4154,5,51,1,Synthetic Region Group C,0
synthetic-00152,0.5134,0.0439,0.2828,7,0.5783,51,0.0548,0.5629,0.3536,0.5014,0.0921,0.6264,0.5976,3,0.5226,0.6577,0.3731,3,53,1,Synthetic Region Group D,1
synthetic-00153,0.8147,0.053,0.3155,12,0.7945,66,0.1003,0.8708,0.2893,0.7615,0.0655,0.803,0.8635,1,0.8967,0.7786,0.3305,0,68,1,Synthetic Region Group A,1
synthetic-00154,0.6635,0.0363,0.3095,12,0.6813,56,0.0611,0.6495,0.3318,0.6789,0.0528,0.7101,0.6034,3,0.7122,0.6548,0.4009,2,53,1,Synthetic Region Group B,1
synthetic-00155,0.5632,0.0922,0.3189,12,0.5108,53,0.1213,,0.3901,0.559,,0.5471,0.4722,4,0.5421,0.5543,0.3655,5,50,0.9,Synthetic Region Group C,0
synthetic-00156,0.6162,0.0744,0.3574,7,0.6517,55,0.0733,,0.3558,0.5872,,,0.5949,1,,,,,55,0.65,Synthetic Region Group D,1
synthetic-00157,0.871,0.113,0.3463,12,0.8733,61,0.0761,0.8236,0.3201,0.8995,0.0768,0.7719,0.7865,0,0.8359,0.8723,0.331,0,62,1,Synthetic Region Group A,1
synthetic-00158,0.6911,0.0956,0.2995,12,0.7011,51,0.0679,0.7155,0.28,0.5861,0.0343,0.6938,0.6968,1,0.6401,0.63,0.4054,0,59,1,Synthetic Region Group B,1
synthetic-00159,0.5458,0.1245,0.3677,12,0.4307,48,0.0878,0.5663,0.3683,0.5678,0.1077,0.5057,0.5126,7,0.4473,0.5505,0.3719,5,43,1,Synthetic Region Group C,0
synthetic-00160,0.6587,0.0824,0.386,7,0.5639,55,0.0519,0.5434,0.32,0.6356,0.1199,0.5163,,,0.5483,0.5255,0.4352,3,56,0.9,Synthetic Region Group D,1
synthetic-00161,0.8676,0.0206,0.2648,12,0.8754,61,0.014,0.8236,0.3263,0.8167,0.0489,0.815,0.8479,0,0.8442,0.839,0.3072,0,61,1,Synthetic Region Group A,1
synthetic-00162,0.609,0.0856,0.2646,12,0.6793,61,0.0807,0.7317,0.349,0.7358,0.0377,0.6475,0.6477,2,0.7133,0.6744,0.2786,3,54,1,Synthetic Region Group B,1
synthetic-00163,0.4248,0.0865,0.4108,12,0.5693,47,0.1225,0.5461,0.4333,0.4678,0.0777,0.4311,0.4417,3,0.5561,0.5299,0.3454,5,49,1,Synthetic Region Group C,0
synthetic-00164,0.6187,0.0984,0.4251,7,0.4997,50,0.1346,0.6365,,,0.0316,0.5867,,,0.6478,0.5539,0.2763,3,47,0.8,Synthetic Region Group D,1
synthetic-00165,0.7998,0.0344,0.301,12,0.8008,58,0.0431,0.7843,0.3279,0.8814,0.0773,0.8467,0.806,0,0.7958,0.7985,0.3269,0,68,1,Synthetic Region Group A,1
synthetic-00166,0.6935,0.1358,0.3666,12,0.6677,55,0.0655,0.5824,0.275,0.6322,0.0431,0.6223,0.6189,4,0.722,0.5836,0.3792,1,55,1,Synthetic Region Group B,1
synthetic-00167,0.5722,0.099,0.3325,12,0.4881,54,0.1053,0.4999,0.3051,0.509,0.1317,0.531,0.4277,6,0.4581,0.5595,0.3241,1,45,1,Synthetic Region Group C,0
synthetic-00168,0.6197,0.0483,0.4216,7,0.5553,50,0.0559,0.6089,0.3561,0.5473,0.0457,0.5466,0.5113,5,0.6314,0.5775,0.3628,0,51,1,Synthetic Region Group D,1
synthetic-00169,0.8443,0.1142,0.2511,12,0.7458,59,0.0547,0.8265,0.1981,0.7587,0,0.819,0.7777,1,0.7717,0.8453,0.2056,0,66,1,Synthetic Region Group A,1
synthetic-00170,0.602,0.0926,0.3283,12,0.729,55,0.0474,0.5984,0.3389,0.7125,0.0492,0.6404,0.6974,4,0.6089,0.6388,0.2712,2,61,1,Synthetic Region Group B,1
synthetic-00171,0.5591,0.1425,0.4027,12,0.5495,46,0.113,,0.3939,0.4997,,0.4823,0.507,7,0.5724,0.4789,0.3697,1,45,0.9,Synthetic Region Group C,1
synthetic-00172,,,,,0.6601,51,0.0605,,0.3221,0.6318,,0.6331,,,0.6532,0.5598,0.373,3,56,0.6,Synthetic Region Group D,0
synthetic-00173,0.7482,0.0455,0.3246,12,0.8775,59,0.0805,0.7893,0.2009,0.7723,0.0993,0.8992,0.8077,0,0.7915,0.8994,0.2811,0,70,1,Synthetic Region Group A,1
synthetic-00174,0.7025,0.1397,0.3933,12,0.7058,57,0.1182,0.6472,0.2602,0.6365,0.1135,0.6805,0.6887,4,0.6363,0.5943,0.3135,2,59,1,Synthetic Region Group B,1
synthetic-00175,0.4408,0.0856,0.3448,12,0.4999,42,0.0513,0.4873,0.3916,0.5115,0.116,0.5293,0.4763,6,0.5347,0.4757,0.3351,2,45,1,Synthetic Region Group C,0
synthetic-00176,0.633,0.1209,0.3247,7,0.5156,47,0.0937,,0.2948,0.5247,,0.5226,0.6452,5,0.57,0.6151,0.4216,3,55,0.9,Synthetic Region Group D,1
synthetic-00177,0.7609,0.1022,0.2324,12,0.8739,58,0.0363,,0.2665,0.7777,,0.7842,0.7793,0,0.8909,0.8232,0.3171,0,62,0.9,Synthetic Region Group A,1
synthetic-00178,0.6369,0.1274,0.2638,12,0.7363,51,0.0441,0.5791,0.2924,0.6471,0.1145,0.6449,0.7088,0,0.5889,0.6513,0.2789,0,59,1,Synthetic Region Group B,1
synthetic-00179,0.4825,0.156,0.3922,12,0.4951,54,0.0565,0.5612,0.4355,0.5177,0.1332,0.5714,0.5271,7,0.5507,0.475,0.4058,2,49,1,Synthetic Region Group C,0
synthetic-00180,0.6537,0.0947,0.3561,7,0.5648,46,0.0556,,0.354,0.6006,,0.6557,0.658,5,0.5164,0.6152,0.3468,2,54,0.9,Synthetic Region Group D,1
synthetic-00181,0.7428,0.0418,0.3249,12,0.8464,67,0.0516,,0.234,0.8915,,0.8748,0.8069,1,0.8316,0.8586,0.2423,0,70,0.9,Synthetic Region Group A,1
synthetic-00182,0.7002,0.0883,0.3707,12,0.6244,55,0.0574,0.6426,0.2892,0.6429,0.021,0.5802,0.7265,1,0.665,0.6936,0.3348,1,58,1,Synthetic Region Group B,1
synthetic-00183,0.4569,0.0718,0.335,12,0.5594,51,0.0834,0.4594,0.4546,0.5258,0.0716,0.5776,0.5559,3,0.5559,0.5089,0.4458,3,51,1,Synthetic Region Group C,1
synthetic-00184,0.6572,0.0435,0.3797,7,0.5905,50,0.068,,0.3798,0.6205,,0.5873,,,0.6543,0.6154,0.2849,4,53,0.8,Synthetic Region Group D,1
synthetic-00185,0.7929,0.0762,0.298,12,0.8889,65,0.0518,0.872,0.2919,0.8225,0.0083,0.8422,0.8001,0,0.7933,0.7867,0.2926,0,69,1,Synthetic Region Group A,1
synthetic-00186,0.5969,0.0921,0.3581,12,0.6781,50,0.0522,0.6989,0.3601,0.6529,0.1111,0.613,0.6646,0,0.7099,0.5875,0.3041,2,53,1,Synthetic Region Group B,1
synthetic-00187,0.4544,0.1279,0.398,12,0.4322,45,0.1161,0.4569,0.3778,0.523,0.0801,0.509,0.4215,6,0.4385,0.4633,0.4424,2,49,1,Synthetic Region Group C,0
synthetic-00188,0.5344,0.0594,0.4026,7,0.5275,55,0.1157,,0.3751,0.583,,,,,,,,,56,0.55,Synthetic Region Group D,0
synthetic-00189,0.8862,0.0682,0.2403,12,0.8397,63,0.0157,0.8839,0.2074,0.8206,0.0547,0.8678,0.7916,1,0.82,0.8792,0.2715,0,69,1,Synthetic Region Group A,1
synthetic-00190,0.6693,0.1167,0.2609,12,0.6471,60,0.0566,0.586,0.2964,0.6995,0.0435,0.5924,0.5843,4,0.7077,0.6888,0.4079,1,56,1,Synthetic Region Group B,1
synthetic-00191,0.4455,0.0758,0.4452,12,0.5018,50,0.1296,0.4485,0.3215,0.58,0.0962,0.4409,0.4619,7,0.5045,0.5078,0.3373,2,44,1,Synthetic Region Group C,0
synthetic-00192,0.6532,0.1019,0.2829,7,0.5246,54,0.1148,0.5004,0.3348,0.6186,0.0233,0.5785,0.5638,5,0.5167,0.5335,0.3602,3,47,1,Synthetic Region Group D,1
synthetic-00193,0.8718,0.024,0.2134,12,0.8251,66,0.0963,0.8837,0.2149,0.7823,0.0399,0.7935,0.805,0,0.7649,0.9001,0.2734,0,66,1,Synthetic Region Group A,1
synthetic-00194,0.5795,0.1293,0.2923,12,0.7116,55,0.064,0.6406,0.3502,0.7316,0.0445,0.7155,0.6798,1,0.737,0.7288,0.3304,0,56,1,Synthetic Region Group B,1
synthetic-00195,0.5729,0.1288,0.3788,12,0.4363,44,0.075,,,,,0.5259,0.4651,7,0.5742,0.5176,0.4523,2,50,0.8,Synthetic Region Group C,0
synthetic-00196,0.6333,0.1312,0.3665,7,0.6572,47,0.0812,,0.3824,0.4997,,,0.6563,3,,,,,52,0.65,Synthetic Region Group D,1
synthetic-00197,0.8991,0.0176,0.2896,12,0.853,64,0.093,0.8694,0.3147,0.8222,0.0239,0.8272,0.7521,0,0.7714,0.7471,0.2463,0,64,1,Synthetic Region Group A,1
synthetic-00198,0.6537,0.1279,0.3301,12,0.6194,54,0.1218,,0.2912,0.728,,0.6713,0.6331,3,0.7388,0.6432,0.3013,1,55,0.9,Synthetic Region Group B,1
synthetic-00199,0.554,0.0836,0.4145,12,0.54,49,0.143,0.4716,0.426,0.4705,0.0891,0.4531,0.573,6,0.5003,0.5081,0.3922,2,50,1,Synthetic Region Group C,1
synthetic-00200,0.5561,0.0709,0.3213,7,0.6585,56,0.0432,,0.4101,0.5214,,,0.5065,2,,,,,53,0.65,Synthetic Region Group D,0
synthetic-00201,0.8954,0.092,0.2473,12,0.8573,61,0.0639,0.8623,0.2001,0.8679,0.0882,0.8929,0.8079,0,0.8462,0.8068,0.3302,0,69,1,Synthetic Region Group A,1
synthetic-00202,0.6366,0.1192,0.2796,12,0.6079,58,0.0357,0.7381,0.2907,0.6143,0.1164,0.5917,0.6697,0,0.6488,0.6827,0.3424,0,55,1,Synthetic Region Group B,1
synthetic-00203,0.4441,0.1124,0.4045,12,0.5757,52,0.1213,0.514,0.3574,0.5629,0.0401,0.433,0.4387,5,0.4606,0.5101,0.4416,3,42,1,Synthetic Region Group C,0
synthetic-00204,,,,,0.5167,48,0.0783,0.532,0.3387,0.6303,0.1012,0.5956,0.5871,5,0.6418,0.6526,0.2949,2,55,0.8,Synthetic Region Group D,1
synthetic-00205,0.851,0.096,0.2203,12,0.8061,60,0.0502,0.8496,0.3554,0.8441,0.0321,0.8022,0.7959,0,0.8686,0.8788,0.2919,0,62,1,Synthetic Region Group A,1
synthetic-00206,0.636,0.0602,0.2714,12,0.6766,53,0.0819,,0.3916,0.7197,,0.6115,0.703,2,0.6142,0.7392,0.3335,3,52,0.9,Synthetic Region Group B,1
synthetic-00207,0.568,0.0796,0.3615,12,0.4651,44,0.1157,0.4903,0.4359,0.5046,0.0718,,0.4239,6,,,,,46,0.75,Synthetic Region Group C,0
synthetic-00208,0.6338,0.0758,0.2921,7,0.6313,46,0.0895,,0.3504,0.6141,,0.5825,0.634,2,0.5454,0.5802,0.2951,3,54,0.9,Synthetic Region Group D,1
synthetic-00209,0.8141,0.0582,0.2357,12,0.8415,61,0.0842,0.8411,0.3563,0.851,0.0722,0.7933,,,0.7643,0.7752,0.3055,0,65,0.9,Synthetic Region Group A,1
synthetic-00210,0.6458,0.0898,0.292,12,0.5817,53,0.0799,0.6604,0.4015,0.7087,0.0237,0.6609,0.6048,2,0.7036,0.6426,0.3288,0,59,1,Synthetic Region Group B,1
synthetic-00211,0.5021,0.1621,0.4306,12,0.4771,44,0.0659,0.5704,0.4243,0.4942,0.0935,0.4314,0.479,5,0.4461,0.4508,0.3215,4,46,1,Synthetic Region Group C,0
synthetic-00212,,,,,0.6574,56,0.0706,,0.3511,0.5519,,0.5151,0.5427,5,0.6522,0.5552,0.3301,1,48,0.7,Synthetic Region Group D,1
synthetic-00213,0.7812,0.0423,0.2059,12,0.8924,63,0.0181,0.8173,,,0.0294,0.7432,0.8617,0,0.7993,0.8488,0.3453,0,63,0.9,Synthetic Region Group A,1
synthetic-00214,0.6854,0.1094,0.3636,12,0.6204,52,0.0825,0.7238,,,0.0425,0.6196,0.6982,0,0.6995,0.7288,0.388,1,56,0.9,Synthetic Region Group B,1
synthetic-00215,0.464,0.0972,0.4365,12,0.4517,43,0.0819,0.5594,0.3526,0.4785,0.0392,0.5752,0.5513,3,0.5809,0.5531,0.3616,3,42,1,Synthetic Region Group C,1
synthetic-00216,0.5712,0.1261,0.3587,7,0.6117,47,0.0702,,,,,0.6153,0.6366,3,0.6294,0.6295,0.305,1,56,0.8,Synthetic Region Group D,1
synthetic-00217,0.8158,0.0915,0.2555,12,0.8909,59,0.0451,,0.3114,0.7627,,0.7569,0.8268,0,0.8614,0.8967,0.198,0,71,0.9,Synthetic Region Group A,1
synthetic-00218,0.6458,0.0862,0.3438,12,0.6336,54,0.1134,0.7176,0.3256,0.6109,0.0563,0.7208,0.6176,1,0.6717,0.7273,0.3744,3,60,1,Synthetic Region Group B,1
synthetic-00219,0.4665,0.1014,0.3639,12,0.4285,45,0.0797,0.4483,,,0.1284,0.5655,0.4438,4,0.4345,0.4193,0.3586,4,46,0.9,Synthetic Region Group C,0
synthetic-00220,0.5299,0.0669,0.4149,7,0.6407,50,0.1116,0.5389,,,0.0295,0.5975,,,0.5607,0.5269,0.4236,0,56,0.8,Synthetic Region Group D,0
synthetic-00221,0.7426,0.0292,0.3114,12,0.8625,61,0.0465,0.8876,0.2757,0.8236,0.0483,0.8344,0.827,0,0.7836,0.7506,0.2616,0,63,1,Synthetic Region Group A,1
synthetic-00222,0.6731,0.0508,0.3271,12,0.5982,58,0.1187,0.6869,0.3111,0.7174,0.02,0.7011,0.7302,4,0.6941,0.7363,0.3541,0,57,1,Synthetic Region Group B,1
synthetic-00223,0.4768,0.0697,0.3135,12,0.5584,49,0.0964,0.4764,0.37,0.4669,0.1092,0.4238,0.4915,4,0.5551,0.4932,0.3233,2,50,1,Synthetic Region Group C,0
synthetic-00224,0.5393,0.1462,0.4033,7,0.5115,56,0.0493,0.6423,,,0.0384,0.5495,,,0.5209,0.5868,0.3732,4,52,0.8,Synthetic Region Group D,0
synthetic-00225,0.8449,0.0431,0.327,12,0.8161,62,0.0603,0.7396,0.289,0.8573,0.0213,0.7581,0.9001,1,0.8929,0.8701,0.1984,0,70,1,Synthetic Region Group A,1
synthetic-00226,0.7127,0.1197,0.2864,12,0.6757,55,0.0598,0.6938,0.3976,0.6411,0.0481,,0.6999,1,,,,,54,0.75,Synthetic Region Group B,1
synthetic-00227,0.5797,0.1238,0.4107,12,0.4289,52,0.0845,0.4449,0.3614,0.4997,0.0576,0.507,0.4824,7,0.5259,0.4382,0.3654,6,49,1,Synthetic Region Group C,0
synthetic-00228,0.6296,0.0549,0.407,7,0.5924,53,0.0795,,0.4314,0.634,,0.6284,,,0.6038,0.6444,0.4147,4,53,0.8,Synthetic Region Group D,0
synthetic-00229,0.8486,0.0922,0.3362,12,,,,0.8172,,,0.03,0.7599,0.8915,0,0.8588,0.7441,0.3307,0,71,0.75,Synthetic Region Group A,1
synthetic-00230,0.7083,0.119,0.3192,12,0.652,60,0.1053,0.6949,0.2969,0.7302,0.0318,0.7169,0.7181,3,0.7378,0.6201,0.2678,0,55,1,Synthetic Region Group B,1
synthetic-00231,0.5768,0.1185,0.3097,12,0.4563,43,0.1393,,0.412,0.4559,,0.4954,0.4889,2,0.5733,0.5543,0.3157,6,47,0.9,Synthetic Region Group C,1
synthetic-00232,0.5833,0.1127,0.2659,7,0.5317,47,0.1079,,0.3818,0.5232,,0.6086,,,0.5877,0.612,0.3798,2,55,0.8,Synthetic Region Group D,0
synthetic-00233,0.7701,0.0488,0.2309,12,0.7878,66,0.051,0.7988,0.321,0.7611,0.0374,0.7949,0.7401,0,0.8905,0.8057,0.2001,0,71,1,Synthetic Region Group A,1
synthetic-00234,0.7102,0.0839,0.3421,12,0.7138,59,0.0321,0.7269,0.4031,0.7296,0.0484,0.6454,0.6007,3,0.6321,0.5993,0.3562,1,58,1,Synthetic Region Group B,1
synthetic-00235,0.5344,0.0569,0.3497,12,0.4976,44,0.0751,0.5606,0.3302,0.4255,0.0994,0.4774,0.4507,6,0.4291,0.4582,0.3136,5,49,1,Synthetic Region Group C,0
synthetic-00236,0.5287,0.1118,0.3075,7,0.6067,53,0.1142,0.5751,0.3911,0.5863,0.0384,0.5259,,,0.6233,0.6253,0.4078,0,55,0.9,Synthetic Region Group D,0
synthetic-00237,0.8224,0.0308,0.2143,12,0.8981,59,0.0665,0.7445,0.3307,0.8029,0.0366,0.8242,0.8112,0,0.7804,0.746,0.2985,0,65,1,Synthetic Region Group A,1
synthetic-00238,0.7249,0.0696,0.3214,12,0.7286,59,0.0596,0.6906,,,0.094,0.6048,0.6734,0,0.5887,0.6385,0.3217,0,60,0.9,Synthetic Region Group B,1
synthetic-00239,0.5202,0.1616,0.3633,12,0.424,53,0.1302,0.5387,0.4275,0.4252,0.0481,0.5413,0.5128,5,0.5347,0.5268,0.3694,5,48,1,Synthetic Region Group C,0
synthetic-00240,0.622,0.1491,0.4056,7,0.5264,48,0.0935,0.6087,0.4184,0.6262,0.1078,0.6126,,,0.6357,0.5843,0.4228,3,55,0.9,Synthetic Region Group D,1
synthetic-00241,0.8962,0.0475,0.3442,12,0.8679,66,0.0481,0.765,0.2929,0.8226,0,0.8537,0.8338,0,0.8274,0.8755,0.2655,0,65,1,Synthetic Region Group A,1
synthetic-00242,0.6141,0.0677,0.2617,12,0.7139,54,0.0666,0.6433,0.3219,0.6643,0.0896,0.6203,0.5881,4,0.6175,0.6934,0.3509,0,55,1,Synthetic Region Group B,1
synthetic-00243,0.5762,0.0905,0.436,12,0.5076,51,0.1224,0.536,0.3464,0.5778,0.1287,0.4648,0.5469,4,0.4393,0.4597,0.3398,4,44,1,Synthetic Region Group C,1
synthetic-00244,0.6166,0.1404,0.4113,7,0.5407,51,0.1041,,0.2893,0.6334,,0.623,,,0.5621,0.5015,0.4164,0,57,0.8,Synthetic Region Group D,1
synthetic-00245,0.8531,0.1031,0.2176,12,0.8407,67,0.0494,0.74,0.2758,0.8762,0.0116,0.745,0.8815,1,0.835,0.8414,0.3229,0,63,1,Synthetic Region Group A,1
synthetic-00246,0.6083,0.0741,0.3914,12,0.6673,56,0.0613,0.6402,0.2944,0.5862,0.0564,0.6476,0.5811,3,0.6948,0.5826,0.3247,2,56,1,Synthetic Region Group B,1
synthetic-00247,0.5235,0.0926,0.4445,12,0.5356,49,0.1007,0.5064,0.362,0.5525,0.0875,0.4718,,,0.4965,0.4778,0.4063,3,47,0.9,Synthetic Region Group C,0
synthetic-00248,0.5611,0.1121,0.3828,7,0.5847,48,0.0772,,0.3812,0.6283,,0.5066,,,0.6199,0.5499,0.4357,4,55,0.8,Synthetic Region Group D,0
synthetic-00249,0.8099,0.0814,0.3144,12,0.7402,67,0.0507,0.7934,0.2545,0.8478,0,0.8098,0.8461,0,0.8239,0.8474,0.2765,0,70,1,Synthetic Region Group A,1
synthetic-00250,0.7095,0.1341,0.2857,12,0.7225,52,0.0844,0.5946,0.306,0.6656,0.0991,0.6472,0.7143,4,0.5958,0.6115,0.3274,0,55,1,Synthetic Region Group B,1
synthetic-00251,0.4814,0.1377,0.3825,12,0.5119,48,0.0782,0.4632,0.4569,0.4767,0.0601,0.5343,0.4624,7,0.4894,0.4438,0.4188,5,43,1,Synthetic Region Group C,0
synthetic-00252,0.5687,0.1494,0.2888,7,0.503,53,0.107,0.5892,0.3679,0.5368,0.0814,0.6272,0.526,1,0.5945,0.5912,0.3652,3,53,1,Synthetic Region Group D,1
synthetic-00253,0.7657,0.0948,0.1997,12,0.755,66,0.0265,0.7394,0.2841,0.8949,0,0.7505,0.7461,0,0.7592,0.7909,0.2241,0,65,1,Synthetic Region Group A,1
synthetic-00254,0.6432,0.1181,0.3265,12,0.7067,51,0.1075,0.6857,,,0.1194,0.5917,0.7358,0,0.7409,0.6337,0.2555,0,57,0.9,Synthetic Region Group B,1
synthetic-00255,0.4352,0.097,0.3041,12,0.5605,46,0.087,0.5138,0.4556,0.4669,0.0468,0.4542,0.4379,3,0.4748,0.5713,0.3114,5,49,1,Synthetic Region Group C,0
synthetic-00256,0.6437,0.0954,0.3402,7,0.5283,51,0.1247,,0.3416,0.6166,,0.5657,,,0.5126,0.6574,0.3321,3,48,0.8,Synthetic Region Group D,1
synthetic-00257,0.7392,0.0237,0.2036,12,0.7692,67,0.0889,0.8356,0.2157,0.8948,0.0195,0.7508,0.8461,0,0.8667,0.8302,0.3288,0,62,1,Synthetic Region Group A,1
synthetic-00258,0.6876,0.0902,0.3366,12,0.6711,53,0.058,0.5904,0.3911,0.6748,0.0813,0.58,0.6251,1,0.651,0.5807,0.2687,0,60,1,Synthetic Region Group B,1
synthetic-00259,0.5359,0.136,0.3352,12,0.498,44,0.1213,0.5336,0.3092,0.4214,0.0772,0.4325,0.5505,4,0.4827,0.5684,0.4104,4,43,1,Synthetic Region Group C,0
synthetic-00260,0.5707,0.0871,0.2775,7,0.5297,56,0.0562,,0.4158,0.5196,,0.593,,,0.5339,0.5206,0.3022,1,54,0.8,Synthetic Region Group D,0
synthetic-00261,0.7783,0.0838,0.2141,12,0.8707,69,0.0197,0.8986,0.3173,0.8387,0.0994,0.8292,0.7768,1,0.8145,0.7497,0.2186,0,65,1,Synthetic Region Group A,1
synthetic-00262,0.6347,0.0561,0.3442,12,0.6325,54,0.0683,0.7115,0.2631,0.6687,0.1124,0.7114,0.6012,1,0.6739,0.72,0.3479,1,52,1,Synthetic Region Group B,1
synthetic-00263,0.5693,0.1377,0.332,12,0.5383,47,0.1185,0.4831,0.4249,0.5788,0.0776,0.5069,0.5597,3,0.4511,0.5679,0.3924,4,51,1,Synthetic Region Group C,1
synthetic-00264,0.6302,0.0907,0.324,7,0.5462,52,0.1065,,,,,0.5877,,,0.6351,0.5252,0.408,2,54,0.7,Synthetic Region Group D,0
synthetic-00265,0.8161,0.0774,0.3199,12,0.7428,61,0.0746,0.8746,,,0.0374,0.7467,0.8174,1,0.8144,0.8953,0.2487,0,65,0.9,Synthetic Region Group A,1
synthetic-00266,0.6902,0.072,0.3935,12,0.6531,51,0.0388,0.591,,,0.0879,0.5893,0.6018,0,0.5858,0.731,0.4108,0,59,0.9,Synthetic Region Group B,1
synthetic-00267,0.4444,0.1098,0.3205,12,0.5016,43,0.0644,0.4666,0.3077,0.5145,0.0877,0.4432,,,0.4959,0.4529,0.391,3,45,0.9,Synthetic Region Group C,0
synthetic-00268,0.5926,0.0495,0.4067,7,0.5374,46,0.0999,,,,,0.6117,0.5897,2,0.5032,0.6391,0.2809,3,49,0.8,Synthetic Region Group D,1
synthetic-00269,0.7646,0.0707,0.2009,12,0.8799,63,0.0822,0.8575,,,0.0073,0.801,0.8307,0,0.8311,0.8377,0.2243,0,68,0.9,Synthetic Region Group A,1
synthetic-00270,0.7223,0.0962,0.3091,12,0.6902,55,0.0339,0.5926,0.3893,0.584,0.0422,0.5982,0.7312,3,0.6823,0.6221,0.2558,1,57,1,Synthetic Region Group B,1
synthetic-00271,0.4512,0.1107,0.3696,12,0.528,49,0.0928,0.4982,0.4365,0.4366,0.1134,0.4781,,,0.4821,0.4377,0.3478,2,51,0.9,Synthetic Region Group C,0
synthetic-00272,,,,,0.6108,51,0.1294,,,,,0.6576,0.5108,2,0.659,0.6443,0.3881,3,52,0.6,Synthetic Region Group D,0
synthetic-00273,0.797,0.0171,0.2962,12,0.8704,61,0.0535,0.813,,,0.0144,0.8637,0.814,0,0.8416,0.7657,0.2475,0,62,0.9,Synthetic Region Group A,1
synthetic-00274,0.6536,0.1155,0.3394,12,0.6204,50,0.1187,0.6727,0.3438,0.675,0.1136,0.6536,0.677,1,0.6541,0.5917,0.4012,1,55,1,Synthetic Region Group B,1
synthetic-00275,0.4738,0.1017,0.3969,12,0.4925,44,0.1007,0.5364,0.3626,0.5199,0.0317,0.5311,0.4429,3,0.486,0.5262,0.4602,5,48,1,Synthetic Region Group C,0
synthetic-00276,0.5931,0.0924,0.2861,7,0.6367,48,0.0457,,,,,0.5517,0.5428,1,0.6315,0.5746,0.3066,2,50,0.8,Synthetic Region Group D,1
synthetic-00277,0.8691,0.0799,0.347,12,0.7579,67,0.1014,,0.3061,0.7478,,0.8361,0.8269,1,0.8252,0.7845,0.2229,0,67,0.9,Synthetic Region Group A,1
synthetic-00278,0.6992,0.0559,0.3905,12,0.7112,61,0.1084,0.6268,0.3071,0.6207,0.105,0.7074,0.67,4,0.6437,0.729,0.3414,1,56,1,Synthetic Region Group B,1
synthetic-00279,0.4833,0.1481,0.3554,12,0.4441,50,0.1111,0.5522,0.3592,0.4318,0.0423,0.5468,0.4668,6,0.4332,0.5757,0.3949,4,46,1,Synthetic Region Group C,0
synthetic-00280,0.5254,0.1414,0.2838,7,0.6366,58,0.132,0.5493,,,0.0218,0.6013,0.5306,2,0.5483,0.6334,0.3737,2,47,0.9,Synthetic Region Group D,1
